timestamp,status,card_present_flag,first_name,age,gender,txn_description,balance,amount,geometry,X,Y,merch_suburb,merch_state,merch_geometry,merch_X,merch_Y,coord_diff_km
2018-09-28T02:00:00.000+0000,posted,,Matthew,39,M,PAYMENT,14285.66,82,145.17 -37.84,-37.84,145.17,,,,0,0,0.00
2018-09-28T02:27:46.000+0000,authorized,1,Jessica,34,F,SALES-POS,25875.78,7.86,138.52 -35.01,-35.01,138.52,Majura Park,ACT,149.19 -35.3,-35.3,149.19,971.19
2018-09-28T02:55:33.000+0000,authorized,1,Derek,20,M,SALES-POS,4970.3,14.78,145.04 -37.92,-37.92,145.04,Fitzroy,VIC,144.98 -37.8,-37.8,144.98,14.36
2018-09-28T03:00:00.000+0000,posted,,Barry,38,M,PAYMENT,8263.89,59,138.67 -34.86,-34.86,138.67,,,,0,0,0.00
2018-09-28T03:00:00.000+0000,posted,,Richard,24,M,PAYMENT,17782.56,43,152.99 -27.49,-27.49,152.99,,,,0,0,0.00
2018-09-28T04:00:00.000+0000,posted,,Ricky,43,M,PAYMENT,15195.52,23,145.16 -37.84,-37.84,145.16,,,,0,0,0.00
2018-09-28T04:00:00.000+0000,posted,,Michelle,19,F,PAYMENT,11168.72,40,150.82 -34.01,-34.01,150.82,,,,0,0,0.00
2018-09-28T04:08:44.000+0000,authorized,1,Diana,26,F,POS,3259.8,7.61,153.41 -27.95,-27.95,153.41,Main Beach,QLD,153.43 -27.98,-27.98,153.43,3.88
2018-09-28T04:29:34.000+0000,authorized,1,Diana,26,F,POS,3254.91,4.89,153.41 -27.95,-27.95,153.41,Nerang,QLD,153.34 -28.01,-28.01,153.34,9.59
2018-09-28T04:50:24.000+0000,authorized,1,Donald,22,M,POS,6923.07,6.38,151.08 -33.93,-33.93,151.08,Silverwater,NSW,151.05 -33.83,-33.83,151.05,11.47
2018-09-28T05:00:00.000+0000,posted,,Craig,28,M,PAYMENT,42249.81,65,151.12 -33.89,-33.89,151.12,,,,0,0,0.00
2018-09-28T05:00:00.000+0000,posted,,Jessica,21,F,INTER BANK,4019.72,173,130.84 -12.45,-12.45,130.84,,,,0,0,0.00
2018-09-28T06:00:00.000+0000,posted,,Richard,37,M,INTER BANK,7445.84,148,149.19 -21.15,-21.15,149.19,,,,0,0,0.00
2018-09-28T06:00:00.000+0000,posted,,Paul,25,M,PAYMENT,9982.73,28,115.79 -31.94,-31.94,115.79,,,,0,0,0.00
2018-09-28T06:00:00.000+0000,posted,,Kaitlyn,21,F,PAYMENT,5564.74,28,114.62 -28.80,-28.8,114.62,,,,0,0,0.00
2018-09-28T06:00:00.000+0000,posted,,Michelle,19,F,PAYMENT,10988.14,160,150.82 -34.01,-34.01,150.82,,,,0,0,0.00
2018-09-28T06:03:59.000+0000,authorized,1,Michelle,19,F,SALES-POS,11148.14,20.58,150.82 -34.01,-34.01,150.82,Jannali,NSW,151.07 -34.02,-34.02,151.07,23.09
2018-09-28T07:00:00.000+0000,posted,,Ricky,43,M,PAYMENT,15178.52,17,145.16 -37.84,-37.84,145.16,,,,0,0,0.00
2018-09-28T07:05:42.000+0000,authorized,1,Rhonda,40,F,SALES-POS,4043.26,6.71,153.10 -27.66,-27.66,153.1,Shelly Beach,QLD,153.15 -26.8,-26.8,153.15,95.86
2018-09-28T07:41:25.000+0000,authorized,1,Michelle,19,F,SALES-POS,10971.65,16.49,150.82 -34.01,-34.01,150.82,Busselton,WA,115.34 -33.65,-33.65,115.34,3264.47
2018-09-28T08:00:00.000+0000,posted,,Jessica,34,F,PAYMENT,25681.82,177,138.52 -35.01,-35.01,138.52,,,,0,0,0.00
2018-09-28T08:00:00.000+0000,posted,,Kenneth,35,M,PAYMENT,14243.73,93,153.02 -27.66,-27.66,153.02,,,,0,0,0.00
2018-09-28T08:04:39.000+0000,authorized,1,Michael,38,M,SALES-POS,974.88,5.43,151.23 -33.94,-33.94,151.23,Margaret River,WA,115.07 -33.95,-33.95,115.07,3321.54
2018-09-28T08:14:22.000+0000,authorized,1,James,28,M,POS,11340.14,109.23,147.63 -22.84,-22.84,147.63,Belrose,NSW,151.21 -33.7,-33.7,151.21,1258.57
2018-09-28T08:24:04.000+0000,authorized,1,Christopher,33,M,POS,64171.17,37.15,145.13 -37.70,-37.7,145.13,Hoppers Crossing,VIC,144.69 -37.86,-37.86,144.69,42.61
2018-09-28T08:33:47.000+0000,authorized,1,Billy,52,M,POS,10765.3,27.04,116.02 -31.87,-31.87,116.02,Innaloo,WA,115.79 -31.89,-31.89,115.79,21.85
2018-09-28T08:43:29.000+0000,authorized,1,Diana,26,F,SALES-POS,3238.18,16.73,153.41 -27.95,-27.95,153.41,Enoggera,QLD,152.99 -27.42,-27.42,152.99,72.08
2018-09-28T08:53:12.000+0000,authorized,0,Jessica,34,F,SALES-POS,25858.82,16.96,138.52 -35.01,-35.01,138.52,Albany,WA,117.88 -35.02,-35.02,117.88,1878.38
2018-09-28T09:00:00.000+0000,posted,,Richard,22,M,PAYMENT,9048.85,106,145.03 -37.88,-37.88,145.03,,,,0,0,0.00
2018-09-28T09:01:42.000+0000,authorized,1,Diana,26,F,POS,3227.19,10.99,153.41 -27.95,-27.95,153.41,Surfers Paradise,QLD,153.43 -28.01,-28.01,153.43,6.96
2018-09-28T09:07:23.000+0000,authorized,1,Michael,38,M,POS,958.68,16.2,151.23 -33.94,-33.94,151.23,Yagoona,NSW,151.04 -33.89,-33.89,151.04,18.41
2018-09-28T09:13:04.000+0000,authorized,1,Diana,26,F,SALES-POS,3217.51,9.68,153.41 -27.95,-27.95,153.41,Beaudesert,QLD,152.99 -27.98,-27.98,152.99,41.43
2018-09-28T09:18:44.000+0000,authorized,1,Ashley,25,F,SALES-POS,8154.07,55.26,150.50 -23.40,-23.4,150.5,Park Avenue,QLD,150.52 -23.35,-23.35,150.52,5.93
2018-09-28T09:24:25.000+0000,authorized,1,Heather,41,F,POS,5573.31,22.26,144.93 -37.79,-37.79,144.93,Epping,VIC,145.02 -37.65,-37.65,145.02,17.48
2018-09-28T09:30:06.000+0000,authorized,1,Craig,28,M,POS,42232.9,16.91,151.12 -33.89,-33.89,151.12,Artarmon,NSW,151.19 -33.82,-33.82,151.19,10.13
2018-09-28T09:35:47.000+0000,authorized,1,Diana,26,F,SALES-POS,3211.8,5.71,153.41 -27.95,-27.95,153.41,Upper Coomera,QLD,153.3 -27.85,-27.85,153.3,15.53
2018-09-28T09:41:28.000+0000,authorized,1,Tiffany,25,F,SALES-POS,5181.88,40.13,115.74 -31.72,-31.72,115.74,Sydney Olympic Park,NSW,151.07 -33.85,-33.85,151.07,3298.76
2018-09-28T09:47:09.000+0000,authorized,1,Ricky,43,M,POS,15144.15,34.37,145.16 -37.84,-37.84,145.16,Werribee,VIC,144.66 -37.9,-37.9,144.66,44.44
2018-09-28T09:52:50.000+0000,authorized,1,Virginia,20,F,POS,6235.88,13.45,115.79 -31.79,-31.79,115.79,Murrurundi,NSW,150.83 -31.76,-31.76,150.83,3301.30
2018-09-28T09:58:31.000+0000,authorized,0,Diana,26,F,POS,3205.59,6.21,153.41 -27.95,-27.95,153.41,Biggera Waters,QLD,153.39 -27.93,-27.93,153.39,2.97
2018-09-28T10:00:00.000+0000,posted,,Christopher,33,M,PAYMENT,64121.17,50,145.13 -37.70,-37.7,145.13,,,,0,0,0.00
2018-09-28T10:13:27.000+0000,authorized,1,Donald,22,M,SALES-POS,6877.02,46.05,151.08 -33.93,-33.93,151.08,Eight Mile Plains,QLD,153.1 -27.59,-27.59,153.1,731.68
2018-09-28T10:31:38.000+0000,authorized,1,Billy,52,M,SALES-POS,10732.15,33.15,116.02 -31.87,-31.87,116.02,Maddington,WA,115.98 -32.05,-32.05,115.98,20.39
2018-09-28T10:49:49.000+0000,authorized,1,Diana,26,F,POS,3198.7,6.89,153.41 -27.95,-27.95,153.41,Biggera Waters,QLD,153.39 -27.93,-27.93,153.39,2.97
2018-09-28T11:00:00.000+0000,posted,,Rachael,21,F,INTER BANK,6553.88,66,145.06 -37.95,-37.95,145.06,,,,0,0,0.00
2018-09-28T11:00:00.000+0000,posted,,Heather,41,F,PAYMENT,5540.31,33,144.93 -37.79,-37.79,144.93,,,,0,0,0.00
2018-09-28T11:00:00.000+0000,posted,,Amy,43,F,INTER BANK,4617.83,18,142.77 -37.06,-37.06,142.77,,,,0,0,0.00
2018-09-28T11:00:00.000+0000,posted,,Ryan,38,M,PAY/SALARY,42501.36,1880.95,151.27 -33.90,-33.9,151.27,,,,0,0,0.00
2018-09-28T11:03:08.000+0000,authorized,1,Billy,52,M,SALES-POS,10705.19,26.96,116.02 -31.87,-31.87,116.02,Darwin City,NT,130.84 -12.46,-12.46,130.84,2639.58
2018-09-28T11:10:17.000+0000,authorized,1,Joseph,37,M,POS,3824.17,14.17,153.32 -27.93,-27.93,153.32,South Brisbane,QLD,153.02 -27.48,-27.48,153.02,58.17
2018-09-28T11:17:25.000+0000,authorized,1,Ronald,25,M,SALES-POS,6077.76,14.65,145.73 -17.03,-17.03,145.73,Jerilderie,NSW,145.73 -35.36,-35.36,145.73,2040.48
2018-09-28T11:24:34.000+0000,authorized,1,Jessica,21,F,POS,3967.72,52,130.84 -12.45,-12.45,130.84,Birtinya,QLD,153.13 -26.75,-26.75,153.13,2819.72
2018-09-28T11:31:42.000+0000,authorized,1,Ashley,25,F,POS,8085.66,68.41,150.50 -23.40,-23.4,150.5,Brisbane City,QLD,153.02 -27.47,-27.47,153.02,519.04
2018-09-28T11:38:51.000+0000,authorized,0,Donald,22,M,POS,6869.14,7.88,151.08 -33.93,-33.93,151.08,Robertson,SA,139 -33.97,-33.97,139,1114.85
2018-09-28T11:45:59.000+0000,authorized,1,Diana,26,F,SALES-POS,3188.34,10.36,153.41 -27.95,-27.95,153.41,Cannon Hill,QLD,153.1 -27.47,-27.47,153.1,61.55
2018-09-28T11:53:08.000+0000,authorized,1,Joseph,37,M,SALES-POS,3816.59,7.58,153.32 -27.93,-27.93,153.32,Aratula,QLD,152.55 -27.98,-27.98,152.55,75.92
2018-09-28T12:00:00.000+0000,posted,,Jessica,34,F,PAYMENT,25665.82,16,138.52 -35.01,-35.01,138.52,,,,0,0,0.00
2018-09-28T12:00:00.000+0000,posted,,Virginia,20,F,PAY/SALARY,7374.67,1138.79,115.79 -31.79,-31.79,115.79,,,,0,0,0.00
2018-09-28T12:00:00.000+0000,posted,,Tyler,69,M,PAYMENT,7475.73,167,144.96 -37.76,-37.76,144.96,,,,0,0,0.00
2018-09-28T12:00:00.000+0000,posted,,Joseph,37,M,PAY/SALARY,4734.04,917.45,153.32 -27.93,-27.93,153.32,,,,0,0,0.00
2018-09-28T12:00:37.000+0000,authorized,1,Robert,20,M,SALES-POS,6951.04,14.25,151.22 -33.87,-33.87,151.22,Old Guildford,NSW,150.98 -33.87,-33.87,150.98,22.18
2018-09-28T12:16:14.000+0000,authorized,1,Diana,26,F,POS,3178.65,9.69,153.41 -27.95,-27.95,153.41,Runaway Bay,QLD,153.39 -27.91,-27.91,153.39,4.87
2018-09-28T12:31:52.000+0000,authorized,1,Diana,26,F,POS,3173.08,5.57,153.41 -27.95,-27.95,153.41,Merrimac,QLD,153.37 -28.05,-28.05,153.37,11.81
2018-09-28T12:47:29.000+0000,authorized,1,Michael,40,M,SALES-POS,15098.21,13.62,151.23 -33.96,-33.96,151.23,Drummoyne,NSW,151.16 -33.86,-33.86,151.16,12.87
2018-09-28T13:00:00.000+0000,posted,,Rachael,21,F,PAY/SALARY,8577.56,2023.68,145.06 -37.95,-37.95,145.06,,,,0,0,0.00
2018-09-28T13:00:00.000+0000,posted,,Billy,52,M,PAY/SALARY,14490.97,3785.78,116.02 -31.87,-31.87,116.02,,,,0,0,0.00
2018-09-28T13:00:00.000+0000,posted,,Mary,64,F,PAY/SALARY,3583.69,576,147.31 -42.88,-42.88,147.31,,,,0,0,0.00
2018-09-28T13:00:00.000+0000,posted,,Tiffany,25,F,PAY/SALARY,6407.21,1225.33,115.74 -31.72,-31.72,115.74,,,,0,0,0.00
2018-09-28T13:00:00.000+0000,posted,,Abigail,40,F,PAY/SALARY,14874.05,1946.57,138.58 -34.96,-34.96,138.58,,,,0,0,0.00
2018-09-28T13:00:00.000+0000,posted,,Richard,37,M,PAYMENT,7248.84,197,149.19 -21.15,-21.15,149.19,,,,0,0,0.00
2018-09-28T13:00:00.000+0000,posted,,Jessica,21,F,PAYMENT,3938.72,29,130.84 -12.45,-12.45,130.84,,,,0,0,0.00
2018-09-28T13:03:30.000+0000,authorized,1,Diana,26,F,POS,3164.3,8.78,153.41 -27.95,-27.95,153.41,Surfers Paradise,QLD,153.43 -27.99,-27.99,153.43,4.87
2018-09-28T13:21:03.000+0000,authorized,1,Tonya,27,F,POS,5483.12,385.87,116.06 -32.00,-32,116.06,Welshpool,WA,115.93 -31.99,-31.99,115.93,12.32
2018-09-28T13:38:35.000+0000,authorized,1,Joseph,37,M,POS,4672.22,61.82,153.32 -27.93,-27.93,153.32,Clontarf,NSW,151.26 -33.81,-33.81,151.26,683.46
2018-09-28T13:56:08.000+0000,authorized,1,Sandra,34,F,POS,7702.68,81.38,130.90 -12.37,-12.37,130.9,Casuarina,NT,130.88 -12.37,-12.37,130.88,2.17
2018-09-28T14:00:00.000+0000,posted,,Sarah,46,F,PAYMENT,20911.75,22,151.09 -33.91,-33.91,151.09,,,,0,0,0.00
2018-09-28T14:00:00.000+0000,posted,,Tim,40,M,PAYMENT,69844.78,40,115.83 -31.90,-31.9,115.83,,,,0,0,0.00
2018-09-28T14:00:00.000+0000,posted,,Elizabeth,50,F,PAY/SALARY,28733.62,1436.98,144.96 -37.69,-37.69,144.96,,,,0,0,0.00
2018-09-28T14:06:05.000+0000,authorized,1,Tonya,27,F,SALES-POS,5461.23,21.89,116.06 -32.00,-32,116.06,Eden Hill,WA,115.95 -31.89,-31.89,115.95,16.06
2018-09-28T14:13:54.000+0000,authorized,1,Virginia,20,F,POS,7367.53,7.14,115.79 -31.79,-31.79,115.79,Northbridge,WA,115.86 -31.95,-31.95,115.86,19.00
2018-09-28T14:21:43.000+0000,authorized,1,Derek,20,M,SALES-POS,4923.39,46.91,145.04 -37.92,-37.92,145.04,Broadmeadows,VIC,144.92 -37.68,-37.68,144.92,28.73
2018-09-28T14:29:31.000+0000,authorized,1,Antonio,26,M,POS,7469.71,19.74,115.78 -31.90,-31.9,115.78,Wembley,WA,115.81 -31.94,-31.94,115.81,5.28
2018-09-28T14:37:20.000+0000,authorized,1,Virginia,20,F,SALES-POS,7354.65,12.88,115.79 -31.79,-31.79,115.79,Innaloo,WA,115.8 -31.9,-31.9,115.8,12.28
2018-09-28T14:45:09.000+0000,authorized,1,Mackenzie,18,F,POS,3734.58,26.73,150.79 -33.64,-33.64,150.79,Revesby,NSW,151.01 -33.95,-33.95,151.01,40.06
2018-09-28T14:52:58.000+0000,authorized,1,Isaiah,23,M,POS,17825.5,27.58,151.27 -33.76,-33.76,151.27,Marrickville,NSW,151.16 -33.91,-33.91,151.16,19.55
2018-09-28T15:00:00.000+0000,posted,,Tonya,27,F,PAY/SALARY,8287.07,2840.15,116.06 -32.00,-32,116.06,,,,0,0,0.00
2018-09-28T15:00:59.000+0000,authorized,1,Christopher,33,M,SALES-POS,64106.17,15,145.13 -37.70,-37.7,145.13,East Melbourne,VIC,144.98 -37.81,-37.81,144.98,18.01
2018-09-28T15:10:53.000+0000,authorized,1,Ronald,25,M,POS,6063.72,14.04,145.73 -17.03,-17.03,145.73,Cairns City,QLD,145.77 -16.93,-16.93,145.77,11.92
2018-09-28T15:20:47.000+0000,authorized,1,Alexander,38,M,POS,16270.81,13.34,143.88 -37.66,-37.66,143.88,Sunbury,VIC,144.73 -37.58,-37.58,144.73,75.47
2018-09-28T15:30:41.000+0000,authorized,1,Renee,38,F,SALES-POS,20551.3,700.44,144.89 -37.81,-37.81,144.89,Doncaster East,VIC,145.16 -37.79,-37.79,145.16,23.85
2018-09-28T15:40:35.000+0000,authorized,1,Tonya,27,F,SALES-POS,5446.92,14.31,116.06 -32.00,-32,116.06,York,WA,116.77 -31.89,-31.89,116.77,68.18
2018-09-28T15:50:29.000+0000,authorized,1,Michelle,19,F,SALES-POS,10955.99,15.66,150.82 -34.01,-34.01,150.82,Cherrybrook,NSW,151.04 -33.72,-33.72,151.04,38.15
2018-09-28T16:00:00.000+0000,posted,,Ashley,25,F,PAY/SALARY,10368.02,2282.36,150.50 -23.40,-23.4,150.5,,,,0,0,0.00
2018-09-28T16:00:00.000+0000,posted,,Michael,40,M,PAYMENT,15057.21,41,151.23 -33.96,-33.96,151.23,,,,0,0,0.00
2018-09-28T16:00:00.000+0000,posted,,Michael,21,M,PAY/SALARY,37560.21,1560.2,146.92 -36.07,-36.07,146.92,,,,0,0,0.00
2018-09-28T16:00:00.000+0000,posted,,Craig,28,M,PAYMENT,42189.9,43,151.12 -33.89,-33.89,151.12,,,,0,0,0.00
2018-09-28T16:00:00.000+0000,posted,,Linda,24,F,PAYMENT,6784.92,27,116.00 -31.88,-31.88,116,,,,0,0,0.00
2018-09-28T16:00:39.000+0000,authorized,0,Michael,38,M,POS,940.37,18.31,151.23 -33.94,-33.94,151.23,Liverpool,NSW,150.92 -33.92,-33.92,150.92,28.72
2018-09-28T16:17:02.000+0000,authorized,1,Michael,22,M,SALES-POS,50833.05,10.09,145.03 -37.91,-37.91,145.03,Richmond,VIC,145 -37.83,-37.83,145,9.29
2018-09-28T16:33:26.000+0000,authorized,0,Diana,26,F,POS,3151.85,12.45,153.41 -27.95,-27.95,153.41,Varsity Lakes,QLD,153.42 -28.09,-28.09,153.42,15.62
2018-09-28T16:49:50.000+0000,authorized,0,Jessica,34,F,POS,25652.72,13.1,138.52 -35.01,-35.01,138.52,Spencer Park,WA,117.9 -35.01,-35.01,117.9,1876.68
2018-09-28T17:00:00.000+0000,posted,,Stephanie,53,F,PAYMENT,5071.68,128,153.03 -27.51,-27.51,153.03,,,,0,0,0.00
2018-09-28T17:00:00.000+0000,posted,,Billy,52,M,PAYMENT,14397.97,93,116.02 -31.87,-31.87,116.02,,,,0,0,0.00
2018-09-28T17:00:00.000+0000,posted,,Daniel,22,M,PAY/SALARY,9875.28,3328.77,255.00 -573.00,-573,255,,,,0,0,0.00
2018-09-28T17:00:00.000+0000,posted,,Kenneth,35,M,PAY/SALARY,16788.49,2544.76,153.02 -27.66,-27.66,153.02,,,,0,0,0.00
2018-09-28T17:00:00.000+0000,posted,,Joseph,21,M,PAY/SALARY,9098.13,2572.91,147.08 -37.97,-37.97,147.08,,,,0,0,0.00
2018-09-28T17:03:31.000+0000,authorized,1,Tiffany,25,F,SALES-POS,6384.41,22.8,115.74 -31.72,-31.72,115.74,Gold Coast,QLD,153.36 -28,-28,153.36,3637.54
2018-09-28T17:12:46.000+0000,authorized,1,Diana,26,F,SALES-POS,3142.52,9.33,153.41 -27.95,-27.95,153.41,Broadbeach,QLD,153.43 -28.04,-28.04,153.43,10.21
2018-09-28T17:22:02.000+0000,authorized,1,Ronald,25,M,POS,6057.22,6.5,145.73 -17.03,-17.03,145.73,Korumburra,VIC,145.83 -38.43,-38.43,145.83,2382.24
2018-09-28T17:31:17.000+0000,authorized,1,Jessica,34,F,SALES-POS,25623.41,29.31,138.52 -35.01,-35.01,138.52,Albany,WA,117.88 -35.03,-35.03,117.88,1878.26
2018-09-28T17:40:33.000+0000,authorized,1,Michelle,19,F,POS,10903.07,52.92,150.82 -34.01,-34.01,150.82,Gymea,NSW,151.08 -34.04,-34.04,151.08,24.22
2018-09-28T17:49:48.000+0000,authorized,0,Tonya,27,F,POS,8229.39,57.68,116.06 -32.00,-32,116.06,Northgate,QLD,153.07 -27.39,-27.39,153.07,3597.98
2018-09-28T17:59:04.000+0000,authorized,1,Tiffany,25,F,SALES-POS,6381.01,3.4,115.74 -31.72,-31.72,115.74,Aveley,WA,115.98 -31.8,-31.8,115.98,24.40
2018-09-28T18:00:00.000+0000,posted,,Rachael,21,F,INTER BANK,8544.56,33,145.06 -37.95,-37.95,145.06,,,,0,0,0.00
2018-09-28T18:00:00.000+0000,posted,,Jeffrey,24,M,PAYMENT,3825.97,53,145.00 -37.83,-37.83,145,,,,0,0,0.00
2018-09-28T18:00:00.000+0000,posted,,Renee,38,F,PAYMENT,20485.3,66,144.89 -37.81,-37.81,144.89,,,,0,0,0.00
2018-09-28T18:19:08.000+0000,authorized,0,Derek,20,M,SALES-POS,4913.86,9.53,145.04 -37.92,-37.92,145.04,Parkville,VIC,144.95 -37.79,-37.79,144.95,16.49
2018-09-28T18:40:25.000+0000,authorized,1,Derek,20,M,POS,4902.4,11.46,145.04 -37.92,-37.92,145.04,Ascot Vale,VIC,144.92 -37.78,-37.78,144.92,18.82
2018-09-28T19:00:00.000+0000,posted,,Jessica,34,F,PAYMENT,25545.89,63,138.52 -35.01,-35.01,138.52,,,,0,0,0.00
2018-09-28T19:00:00.000+0000,posted,,Virginia,20,F,INTER BANK,7299.65,55,115.79 -31.79,-31.79,115.79,,,,0,0,0.00
2018-09-28T19:00:00.000+0000,posted,,Fernando,19,M,PAYMENT,13173.69,40,146.94 -36.04,-36.04,146.94,,,,0,0,0.00
2018-09-28T19:00:00.000+0000,posted,,Maria,35,F,PAYMENT,3227.79,45,138.69 -34.84,-34.84,138.69,,,,0,0,0.00
2018-09-28T19:00:44.000+0000,authorized,1,Sandra,34,F,POS,7690.16,12.52,130.90 -12.37,-12.37,130.9,Ramingining,NT,134.93 -12.33,-12.33,134.93,438.25
2018-09-28T19:09:59.000+0000,authorized,1,James,28,M,POS,11276.11,64.03,147.63 -22.84,-22.84,147.63,Middlemount,QLD,148.7 -22.81,-22.81,148.7,109.83
2018-09-28T19:19:15.000+0000,authorized,0,Diana,26,F,POS,3123.98,18.54,153.41 -27.95,-27.95,153.41,Benowa,QLD,153.4 -28.01,-28.01,153.4,6.75
2018-09-28T19:28:31.000+0000,authorized,1,Jessica,34,F,SALES-POS,25608.89,14.52,138.52 -35.01,-35.01,138.52,Adelaide Airport,SA,138.52 -34.95,-34.95,138.52,6.68
2018-09-28T19:37:46.000+0000,authorized,1,Diana,26,F,POS,3115.85,8.13,153.41 -27.95,-27.95,153.41,Paradise Point,QLD,153.39 -27.89,-27.89,153.39,6.96
2018-09-28T19:47:02.000+0000,authorized,1,Joseph,37,M,SALES-POS,4665.43,6.79,153.32 -27.93,-27.93,153.32,Southport,QLD,153.38 -27.96,-27.96,153.38,6.78
2018-09-28T19:56:17.000+0000,authorized,1,Diana,26,F,SALES-POS,3105.4,10.45,153.41 -27.95,-27.95,153.41,Carindale,QLD,153.11 -27.51,-27.51,153.11,57.21
2018-09-28T20:00:00.000+0000,posted,,Debra,18,F,INTER BANK,4801.65,154,138.61 -34.89,-34.89,138.61,,,,0,0,0.00
2018-09-28T20:00:00.000+0000,posted,,Christopher,35,M,PAYMENT,9622.03,133,151.68 -32.98,-32.98,151.68,,,,0,0,0.00
2018-09-28T20:00:00.000+0000,posted,,Abigail,40,F,PAYMENT,14782.05,92,138.58 -34.96,-34.96,138.58,,,,0,0,0.00
2018-09-28T20:00:00.000+0000,posted,,Charles,18,M,PAYMENT,13195.31,27,153.41 -28.01,-28.01,153.41,,,,0,0,0.00
2018-09-28T20:13:57.000+0000,authorized,1,Tyler,69,M,SALES-POS,7463.17,12.56,144.96 -37.76,-37.76,144.96,Kilsyth South,VIC,145.31 -37.82,-37.82,145.31,31.51
2018-09-28T20:37:12.000+0000,authorized,1,Michael,40,M,SALES-POS,14960.13,97.08,151.23 -33.96,-33.96,151.23,Kew,VIC,145.04 -37.81,-37.81,145.04,703.52
2018-09-28T21:00:00.000+0000,posted,,Virginia,20,F,PAYMENT,7230.65,69,115.79 -31.79,-31.79,115.79,,,,0,0,0.00
2018-09-28T21:00:00.000+0000,posted,,Andrew,78,M,PAYMENT,55816.48,38,145.09 -37.82,-37.82,145.09,,,,0,0,0.00
2018-09-28T21:00:00.000+0000,posted,,Nathaniel,31,M,PAYMENT,9405.36,29,151.11 -33.99,-33.99,151.11,,,,0,0,0.00
2018-09-28T21:00:00.000+0000,posted,,Fernando,19,M,PAYMENT,13123.69,50,146.94 -36.04,-36.04,146.94,,,,0,0,0.00
2018-09-28T21:00:00.000+0000,posted,,Cindy,19,F,PAYMENT,13790.84,153,144.66 -37.91,-37.91,144.66,,,,0,0,0.00
2018-09-28T21:00:00.000+0000,posted,,Luis,27,M,PAYMENT,7817.24,71,144.71 -37.58,-37.58,144.71,,,,0,0,0.00
2018-09-28T21:00:00.000+0000,posted,,Jeffrey,30,M,PAYMENT,4530.01,23,153.05 -27.61,-27.61,153.05,,,,0,0,0.00
2018-09-28T21:00:09.000+0000,authorized,1,Christine,39,F,POS,14632.57,37.52,151.04 -33.80,-33.8,151.04,Manly,NSW,151.29 -33.79,-33.79,151.29,23.15
2018-09-28T21:07:40.000+0000,authorized,1,Tonya,27,F,SALES-POS,8215.57,13.82,116.06 -32.00,-32,116.06,Osborne Park,WA,115.83 -31.9,-31.9,115.83,24.41
2018-09-28T21:15:11.000+0000,authorized,1,Joseph,37,M,POS,4638.19,27.24,153.32 -27.93,-27.93,153.32,Brisbane City,QLD,153.03 -27.47,-27.47,153.03,58.64
2018-09-28T21:22:42.000+0000,authorized,1,Craig,28,M,SALES-POS,42150.89,39.01,151.12 -33.89,-33.89,151.12,Lane Cove West,NSW,151.15 -33.81,-33.81,151.15,9.33
2018-09-28T21:30:13.000+0000,authorized,1,Joseph,21,M,SALES-POS,9086.68,11.45,147.08 -37.97,-37.97,147.08,Bentleigh East,VIC,145.06 -37.92,-37.92,145.06,177.41
2018-09-28T21:37:44.000+0000,authorized,1,Tonya,27,F,SALES-POS,8206.13,9.44,116.06 -32.00,-32,116.06,Perth,WA,115.86 -31.87,-31.87,115.86,23.80
2018-09-28T21:45:15.000+0000,authorized,1,Robert,20,M,POS,6898.4,52.64,151.22 -33.87,-33.87,151.22,Sydney,NSW,151.21 -33.87,-33.87,151.21,0.92
2018-09-28T21:52:46.000+0000,authorized,1,Renee,38,F,SALES-POS,20462.66,22.64,144.89 -37.81,-37.81,144.89,Airport West,VIC,144.89 -37.71,-37.71,144.89,11.13
2018-09-28T22:00:18.000+0000,authorized,1,Michael,38,M,SALES-POS,914.25,26.12,151.23 -33.94,-33.94,151.23,Liverpool,NSW,150.92 -33.91,-33.91,150.92,28.83
2018-09-28T22:07:56.000+0000,authorized,1,Tonya,27,F,SALES-POS,8181.22,24.91,116.06 -32.00,-32,116.06,Subiaco,WA,115.82 -31.95,-31.95,115.82,23.34
2018-09-28T22:15:34.000+0000,authorized,1,Elizabeth,50,F,SALES-POS,28705.21,28.41,144.96 -37.69,-37.69,144.96,Mulgrave,VIC,145.17 -37.93,-37.93,145.17,32.48
2018-09-28T22:23:12.000+0000,authorized,1,Craig,28,M,POS,42102.77,48.12,151.12 -33.89,-33.89,151.12,Mosman,NSW,151.24 -33.83,-33.83,151.24,12.95
2018-09-28T22:30:50.000+0000,authorized,1,Kimberly,35,F,POS,5935.89,38.61,150.62 -33.76,-33.76,150.62,Balgowlah,NSW,151.26 -33.79,-33.79,151.26,59.31
2018-09-28T22:38:28.000+0000,authorized,1,Diana,26,F,POS,3099.81,5.59,153.41 -27.95,-27.95,153.41,Labrador,QLD,153.41 -27.94,-27.94,153.41,1.11
2018-09-28T22:46:06.000+0000,authorized,1,James,28,M,SALES-POS,11221.38,54.73,147.63 -22.84,-22.84,147.63,Margate,TAS,147.27 -43.04,-43.04,147.27,2248.89
2018-09-28T22:53:44.000+0000,authorized,1,Diana,26,F,POS,3093.52,6.29,153.41 -27.95,-27.95,153.41,Southport,QLD,153.42 -27.97,-27.97,153.42,2.43
